hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,47,2015,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-12-08
City Hotel,0,198,2016,May,21,20,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,98,Transient-Party,65.0,0,0,Check-Out,2016-05-21
City Hotel,0,18,2016,January,3,15,2,3,2,0.0,0,BB,IRQ,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,89.0,0,1,Check-Out,2016-01-20
City Hotel,0,0,2016,July,30,22,0,2,2,0.0,1,BB,PRT,Complementary,Direct,0,0,0,E,E,2,No Deposit,,,0,Transient,0.0,1,2,Check-Out,2016-07-24
City Hotel,1,110,2017,April,17,26,1,4,2,1.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,136.8,0,0,Canceled,2017-01-06
City Hotel,1,15,2017,February,9,27,1,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2017-02-12
City Hotel,0,134,2016,August,33,10,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.3,0,1,Check-Out,2016-08-12
City Hotel,0,103,2015,September,37,9,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,8.0,,0,Transient,89.25,0,0,Check-Out,2015-09-10
City Hotel,1,32,2016,February,6,6,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,0,Canceled,2016-01-05
City Hotel,0,23,2015,October,42,16,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,98.4,0,2,Check-Out,2015-10-18
City Hotel,1,317,2016,September,38,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,120.0,0,0,Canceled,2016-02-09
City Hotel,0,183,2016,October,44,26,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.1,0,2,Check-Out,2016-10-30
City Hotel,0,52,2016,October,44,28,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.6,0,2,Check-Out,2016-10-31
City Hotel,0,1,2015,December,51,14,1,0,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,81.0,0,0,Check-Out,2015-12-15
City Hotel,0,115,2016,February,9,27,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,134.0,,0,Transient-Party,76.0,0,0,Check-Out,2016-03-02
City Hotel,0,19,2016,December,53,28,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,131.35,0,1,Check-Out,2017-01-01
City Hotel,0,80,2017,August,33,18,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,2017-08-19
City Hotel,0,52,2016,December,53,29,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,122.4,0,1,Check-Out,2017-01-01
City Hotel,0,26,2016,September,39,19,1,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,232.33,0,0,Check-Out,2016-09-22
City Hotel,0,142,2016,July,28,5,0,5,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,136.85,0,1,Check-Out,2016-07-10
City Hotel,0,140,2015,November,47,18,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,29.0,,87,Transient-Party,75.0,0,0,Check-Out,2015-11-22
City Hotel,0,395,2017,May,20,17,0,3,2,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,2,Check-Out,2017-05-20
City Hotel,1,82,2017,May,18,3,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,130.0,0,0,Canceled,2017-02-10
City Hotel,0,2,2015,November,48,26,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,69.57,0,1,Check-Out,2015-11-29
City Hotel,1,112,2016,March,14,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,64.0,0,0,Canceled,2016-01-11
City Hotel,1,31,2017,April,15,13,0,2,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,180.0,0,0,Canceled,2017-03-23
City Hotel,0,87,2017,March,11,15,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,1,Check-Out,2017-03-19
City Hotel,0,276,2016,September,39,22,0,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,178,Transient-Party,116.33,0,0,Check-Out,2016-09-25
City Hotel,1,251,2016,March,13,22,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,93,Transient,90.0,0,0,Canceled,2015-10-16
City Hotel,0,322,2017,May,18,5,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,75.0,0,1,Check-Out,2017-05-06
City Hotel,1,118,2016,June,24,6,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,37.0,,0,Transient-Party,120.0,0,0,Canceled,2016-04-13
City Hotel,1,94,2016,September,39,22,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,85.0,0,0,Canceled,2016-08-30
City Hotel,0,341,2017,May,21,24,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.3,0,1,Check-Out,2017-05-27
City Hotel,0,16,2016,September,38,11,2,0,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,123.0,1,0,Check-Out,2016-09-13
City Hotel,1,211,2016,May,21,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,111,Transient,100.0,0,0,Canceled,2016-03-18
City Hotel,1,16,2017,May,20,14,2,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,159.6,0,1,Canceled,2017-05-02
City Hotel,1,142,2016,August,32,5,1,2,2,2.0,0,HB,MAR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,243.6,0,0,Canceled,2016-07-19
City Hotel,0,152,2017,July,29,22,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,354.0,,0,Transient-Party,135.1,0,0,Check-Out,2017-07-27
City Hotel,1,58,2017,February,8,23,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,132.0,,0,Transient,78.0,0,0,Canceled,2016-12-27
City Hotel,0,137,2017,January,2,13,2,2,0,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,86.86,0,0,Check-Out,2017-01-17
City Hotel,0,33,2017,March,9,2,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,0,Check-Out,2017-03-07
City Hotel,0,14,2015,October,42,15,0,2,1,0.0,0,BB,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,99.0,,0,Transient-Party,100.0,0,0,Check-Out,2015-10-17
City Hotel,1,19,2016,September,38,17,0,1,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,,0,Transient,178.0,0,3,Canceled,2016-08-29
City Hotel,0,5,2016,January,5,28,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient-Party,108.0,0,0,Check-Out,2016-02-01
City Hotel,1,34,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0,0,Canceled,2015-11-06
City Hotel,1,240,2016,October,43,21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,110.0,0,0,Canceled,2016-03-15
City Hotel,0,3,2016,May,22,26,0,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,K,1,No Deposit,9.0,,0,Transient,137.33,0,1,Check-Out,2016-05-29
City Hotel,1,52,2017,February,8,21,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,70.2,0,0,Canceled,2017-01-01
City Hotel,0,99,2016,February,8,19,0,2,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,D,1,No Deposit,,67.0,0,Transient-Party,81.0,0,0,Check-Out,2016-02-21
City Hotel,0,34,2017,May,19,9,0,2,1,0.0,0,BB,RUS,Groups,TA/TO,0,0,0,A,A,2,No Deposit,39.0,,0,Transient-Party,130.0,0,0,Check-Out,2017-05-11
City Hotel,1,25,2015,November,45,4,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,,0,Contract,99.45,0,1,Canceled,2015-10-23
City Hotel,0,8,2016,June,25,14,0,2,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,,0,Transient,76.08,0,0,Check-Out,2016-06-16
City Hotel,1,3,2016,April,17,17,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,0,Canceled,2016-04-14
City Hotel,1,44,2016,August,34,14,2,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,168.3,0,2,Canceled,2016-08-04
City Hotel,0,32,2016,October,44,29,0,1,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,2,Check-Out,2016-10-30
City Hotel,0,253,2017,July,30,26,0,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,179.1,0,0,Check-Out,2017-07-29
City Hotel,1,447,2016,September,40,29,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,36,2017,January,3,18,0,3,2,0.0,0,BB,CYP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,75.0,0,1,Check-Out,2017-01-21
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,110.0,0,0,Canceled,2016-03-15
City Hotel,1,26,2016,December,51,12,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,154.0,,0,Transient,75.0,0,0,Canceled,2016-11-29
City Hotel,0,99,2016,February,8,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,67.0,0,Transient-Party,81.0,0,0,Check-Out,2016-02-20
City Hotel,0,80,2015,October,41,9,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,12.0,,50,Transient-Party,136.0,0,0,Check-Out,2015-10-11
City Hotel,0,57,2016,April,17,21,2,7,2,0.0,0,BB,DZA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,114.66,0,1,Check-Out,2016-04-30
City Hotel,1,117,2017,March,12,20,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,0,Canceled,2016-12-29
City Hotel,1,287,2016,September,40,29,0,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.8,0,2,Canceled,2016-02-14
City Hotel,0,222,2017,April,16,17,1,3,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,166.0,0,0,Check-Out,2017-04-21
City Hotel,1,150,2016,July,28,7,1,3,2,1.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,173.25,0,0,Canceled,2016-07-04
City Hotel,0,43,2016,September,37,7,0,1,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.1,0,1,Check-Out,2016-09-08
City Hotel,0,4,2016,February,8,20,1,1,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,127.0,0,0,Check-Out,2016-02-22
City Hotel,0,53,2017,March,11,18,2,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,57.93,0,0,Check-Out,2017-03-21
City Hotel,1,290,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
City Hotel,0,47,2015,December,51,19,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient,71.5,0,0,Check-Out,2015-12-23
City Hotel,0,46,2017,June,25,23,0,1,2,0.0,0,SC,NZL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,0,Check-Out,2017-06-24
City Hotel,0,48,2017,February,8,22,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65.0,0,1,Check-Out,2017-02-24
City Hotel,0,15,2016,December,53,27,0,3,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,K,2,No Deposit,220.0,,0,Transient-Party,47.33,0,1,Check-Out,2016-12-30
City Hotel,0,254,2016,September,40,29,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,100.3,0,1,Check-Out,2016-10-03
City Hotel,0,128,2017,January,1,6,1,2,0,2.0,0,BB,THA,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,9.0,,0,Transient,82.44,0,0,Check-Out,2017-01-09
City Hotel,1,6,2015,September,37,11,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,127.0,0,0,Canceled,2015-09-07
City Hotel,0,2,2016,April,17,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,D,D,1,No Deposit,,219.0,0,Transient,119.0,1,1,Check-Out,2016-04-21
City Hotel,1,98,2016,October,44,26,0,2,2,0.0,0,SC,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.1,0,0,Canceled,2016-08-02
City Hotel,0,377,2016,October,42,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-10-16
City Hotel,0,85,2017,August,31,1,0,2,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,141.5,0,1,Check-Out,2017-08-03
City Hotel,0,178,2017,July,28,13,2,5,2,2.0,0,HB,DNK,Direct,Direct,0,0,0,E,E,1,No Deposit,14.0,,0,Transient,214.0,0,3,Check-Out,2017-07-20
City Hotel,1,174,2017,July,27,5,1,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0,Canceled,2017-05-15
City Hotel,0,31,2016,March,12,17,2,5,2,0.0,0,BB,UKR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,63.0,0,0,Check-Out,2016-03-24
City Hotel,0,5,2015,November,47,15,1,0,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,73.15,0,0,Check-Out,2015-11-16
City Hotel,1,262,2016,December,53,26,1,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,104.55,0,0,Canceled,2016-05-12
City Hotel,0,9,2016,January,5,24,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,66.0,0,0,Check-Out,2016-01-29
City Hotel,0,175,2017,August,32,8,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,148.5,0,0,Check-Out,2017-08-11
City Hotel,0,50,2016,February,9,22,1,4,3,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,,0,Transient,78.85,0,1,Check-Out,2016-02-27
City Hotel,0,323,2016,May,21,17,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,112.0,0,1,Check-Out,2016-05-21
City Hotel,0,36,2015,October,42,13,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,26.0,,0,Transient-Party,112.0,0,0,Check-Out,2015-10-16
City Hotel,0,46,2017,March,10,7,0,5,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,70.69,0,1,Check-Out,2017-03-12
City Hotel,1,281,2016,April,16,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,1,54,2015,December,49,1,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2015-11-26
City Hotel,1,301,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
City Hotel,0,166,2017,August,32,12,2,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,B,A,1,No Deposit,14.0,,0,Transient-Party,146.25,0,0,Check-Out,2017-08-16
City Hotel,0,6,2016,March,13,21,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.0,1,1,Check-Out,2016-03-24
City Hotel,0,46,2017,June,26,29,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,120.0,0,2,Check-Out,2017-06-30
City Hotel,0,35,2017,May,19,9,0,2,2,0.0,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,28.0,,0,Transient,89.0,0,0,Check-Out,2017-05-11
City Hotel,1,52,2016,September,37,4,1,0,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.82,0,0,Canceled,2016-08-13
City Hotel,0,118,2016,August,32,2,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,118.8,0,1,Check-Out,2016-08-05
City Hotel,0,2,2016,January,4,17,2,1,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,D,E,1,No Deposit,,,0,Transient,126.33,0,2,Check-Out,2016-01-20
City Hotel,0,158,2017,March,13,27,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,95.0,0,1,Check-Out,2017-03-29
City Hotel,0,160,2016,May,22,27,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,15,No Deposit,9.0,,0,Transient-Party,128.35,0,1,Check-Out,2016-05-29
City Hotel,0,6,2016,March,14,29,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2016-04-02
City Hotel,1,108,2016,December,50,10,2,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1,Canceled,2016-10-25
City Hotel,1,77,2017,July,30,25,0,4,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,106.6,0,0,Canceled,2017-07-18
City Hotel,0,22,2015,October,43,20,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Group,75.0,0,0,Check-Out,2015-10-23
City Hotel,0,3,2015,November,45,5,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Contract,105.5,1,1,Check-Out,2015-11-08
City Hotel,0,118,2016,June,24,6,1,3,1,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,G,2,No Deposit,191.0,,0,Transient-Party,110.0,0,1,Check-Out,2016-06-10
City Hotel,1,108,2016,July,29,16,2,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,121.37,0,0,Canceled,2016-05-08
City Hotel,0,67,2017,March,9,3,0,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,106.2,0,1,Check-Out,2017-03-05
City Hotel,0,67,2016,November,48,26,1,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,86.4,0,1,Check-Out,2016-11-28
City Hotel,0,3,2017,June,23,4,2,0,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,165.0,0,0,Check-Out,2017-06-06
City Hotel,0,4,2017,February,5,3,0,1,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,128.0,0,1,Check-Out,2017-02-04
City Hotel,0,5,2017,May,18,6,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,170.0,0,1,Check-Out,2017-05-07
City Hotel,1,317,2016,September,37,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,58.0,,56,Transient,90.0,0,0,Canceled,2015-12-23
City Hotel,0,128,2016,May,19,4,0,3,2,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,16.0,,0,Transient,80.75,0,1,Check-Out,2016-05-07
City Hotel,0,91,2016,October,44,23,2,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,113.7,0,1,Check-Out,2016-10-29
City Hotel,0,16,2015,September,39,21,1,1,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,65.45,0,0,Check-Out,2015-09-23
City Hotel,0,96,2016,August,34,14,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.15,0,1,Check-Out,2016-08-18
City Hotel,1,131,2017,January,3,21,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.0,0,0,Canceled,2016-09-13
City Hotel,0,4,2015,September,38,14,1,0,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,120.0,0,3,Check-Out,2015-09-15
City Hotel,0,3,2017,February,7,17,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1,Check-Out,2017-02-19
City Hotel,0,146,2016,October,45,31,1,2,2,0.0,0,BB,RWA,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,100.08,0,0,Check-Out,2016-11-03
City Hotel,0,126,2017,June,25,23,0,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1,Check-Out,2017-06-25
City Hotel,1,152,2017,May,18,3,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,286.0,,0,Transient,100.0,0,0,Canceled,2016-12-02
City Hotel,0,405,2017,July,27,4,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0,0,Check-Out,2017-07-06
City Hotel,0,320,2016,August,34,18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-08-20
City Hotel,1,134,2015,December,49,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,91,Transient,65.0,0,0,Canceled,2015-10-22
City Hotel,0,8,2017,March,11,14,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,74.0,1,0,Check-Out,2017-03-17
City Hotel,0,1,2017,August,34,24,0,1,2,0.0,0,SC,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,128.0,1,1,Check-Out,2017-08-25
City Hotel,0,39,2015,August,33,14,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,87.0,0,0,Check-Out,2015-08-16
City Hotel,1,103,2015,July,29,18,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-07-16
City Hotel,1,54,2017,January,2,14,0,1,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.6,0,0,Canceled,2016-12-27
City Hotel,1,134,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,30.0,,0,Transient-Party,75.0,0,0,No-Show,2017-02-25
City Hotel,1,349,2016,October,41,4,1,5,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,58.0,,162,Transient-Party,80.0,0,0,Canceled,2016-09-02
